Enhancing biologically inspired swarm behavior: Metaheuristics to foster the optimization of UAVs coordination in target search.|https://doi.org/10.1016/j.cor.2019.05.021|j|2019
Assessing Refugees' Integration via Spatio-Temporal Similarities of Mobility and Calling Behaviors.|https://doi.org/10.1109/TCSS.2019.2923216|j|2019
Detecting Permanent and Intermittent Purchase Hotspots via Computational Stigmergy.|https://doi.org/10.5220/0007581308220829|c|2019
Using Stigmergy as a Computational Memory in the Design of Recurrent Neural Networks.|https://doi.org/10.5220/0007581508300836|c|2019
Adaptive Exploration of a UAVs Swarm for Distributed Targets Detection and Tracking.|https://doi.org/10.5220/0007581708370844|c|2019
Urban Swarms: A new approach for autonomous waste management.|https://doi.org/10.1109/ICRA.2019.8794020|c|2019
Detecting User's Behavior Shift with Sensorized Shoes and Stigmergic Perceptrons.|https://doi.org/10.1109/ISCE.2019.8901007|c|2019
Using Call Data and Stigmergic Similarity to Assess the Integration of Syrian Refugees in Turkey.|https://doi.org/10.1007/978-3-030-12554-7_9|p|2019
Measuring Physical Activity of Older Adults via Smartwatch and Stigmergic Receptive Fields.|http://arxiv.org/abs/1901.00552|i|2019
An adaptive stigmergy-based system for evaluating technological indicator dynamics in the context of smart specialization.|http://arxiv.org/abs/1901.00553|i|2019
Swarm coordination of mini-UAVs for target search using imperfect sensors.|http://arxiv.org/abs/1901.02885|i|2019
Detecting Permanent and Intermittent Purchase Hotspots via Computational Stigmergy.|http://arxiv.org/abs/1902.01601|i|2019
Using stigmergy as a computational memory in the design of recurrent neural networks.|http://arxiv.org/abs/1903.01341|i|2019
Formal derivation of Mesh Neural Networks with their Forward-Only gradient Propagation.|http://arxiv.org/abs/1905.06684|i|2019
Assessing Refugees' Integration via Spatio-temporal Similarities of Mobility and Calling Behaviors.|http://arxiv.org/abs/1907.06929|i|2019
Swarm coordination of mini-UAVs for target search using imperfect sensors.|https://doi.org/10.3233/IDT-170317|j|2018
Fostering distributed business logic in Open Collaborative Networks: an integrated approach based on semantic and swarm coordination.|https://doi.org/10.1007/s10796-016-9691-5|j|2018
Design and simulation of the emergent behavior of small drones swarming for distributed target localization.|https://doi.org/10.1016/j.jocs.2018.09.014|j|2018
Sleep behavior assessment via smartwatch and stigmergic receptive fields.|https://doi.org/10.1007/s00779-017-1038-9|j|2018
Using Stigmergy to Distinguish Event-Specific Topics in Social Discussions.|https://doi.org/10.3390/s18072117|j|2018
Smart Shoe-Assisted Evaluation of Using a Single Trunk/Pocket-Worn Accelerometer to Detect Gait Phases.|https://doi.org/10.3390/s18113811|j|2018
A Stigmergy-Based Analysis of City Hotspots to Discover Trends and Anomalies in Urban Transportation Usage.|https://doi.org/10.1109/TITS.2018.2817558|j|2018
Detection and Mapping of a Toxic Cloud Using UAVs and Emergent Techniques.|https://doi.org/10.1007/978-3-030-05918-7_19|c|2018
Using Stigmergy to Incorporate the Time into Artificial Neural Networks.|https://doi.org/10.1007/978-3-030-05918-7_22|c|2018
Stock Price Forecasting Over Adaptive Timescale Using Supervised Learning and Receptive Fields.|https://doi.org/10.1007/978-3-030-05918-7_25|c|2018
A stigmergy-based analysis of city hotspots to discover trends and anomalies in urban transportation usage.|http://arxiv.org/abs/1804.05697|i|2018
Urban Swarms: A new approach for autonomous waste management.|http://arxiv.org/abs/1810.07910|i|2018
Using stigmergy to incorporate the time into artificial neural networks.|http://arxiv.org/abs/1811.10574|i|2018
Detecting urban road congestion via parametric adaptation of position-based stigmergy.|https://doi.org/10.3233/IDT-170308|j|2017
Evaluating the impact of smart technologies on harbor's logistics via BPMN modeling and simulation.|https://doi.org/10.1007/s10799-016-0266-4|j|2017
Measuring Physical Activity of Older Adults via Smartwatch and Stigmergic Receptive Fields.|https://doi.org/10.5220/0006253307240730|c|2017
Spikiness Assessment of Term Occurrences in Microblogs: An Approach based on Computational Stigmergy.|https://doi.org/10.5220/0006253807310737|c|2017
Smart Shoe-Based Evaluation of Gait Phase Detection Accuracy Using Body-Worn Accelerometers.|https://doi.org/10.1007/978-3-319-98551-0_29|c|2017
Stigmergy-Based Modeling to Discover Urban Activity Patterns from Positioning Data.|https://doi.org/10.1007/978-3-319-60240-0_35|c|2017
Stigmergy-based modeling to discover urban activity patterns from positioning data.|http://arxiv.org/abs/1704.03667|i|2017
An Adaptive Stigmergy-based System for Evaluating Technological Indicator Dynamics in the Context of Smart Specialization.|https://doi.org/10.5220/0005645204970502|c|2016
Using Differential Evolution to Improve Pheromone-based Coordination of Swarms of Drones for Collaborative Target Detection.|https://doi.org/10.5220/0005732606050610|c|2016
Using Smartwatch Sensors to Support the Acquisition of Sleep Quality Data for Supervised Machine Learning.|https://doi.org/10.1007/978-3-319-58877-3_33|c|2016
Detecting Elderly Behavior Shift via Smart Devices and Stigmergic Receptive Fields.|https://doi.org/10.1007/978-3-319-58877-3_50|c|2016
Monitoring elderly behavior via indoor position-based stigmergy.|https://doi.org/10.1016/j.pmcj.2015.04.003|j|2015
Improving the Analysis of Context-Aware Information via Marker-Based Stigmergy and Differential Evolution.|https://doi.org/10.1007/978-3-319-19369-4_31|c|2015
Enabling swarm aggregation of position data via adaptive stigmergy: A case study in urban traffic flows.|https://doi.org/10.1109/IISA.2015.7387987|c|2015
Combining stigmergic and flocking behaviors to coordinate swarms of drones performing target search.|https://doi.org/10.1109/IISA.2015.7387990|c|2015
Wireless communication, identification and sensing technologies enabling integrated logistics: a study in the harbor environment.|http://arxiv.org/abs/1510.06175|i|2015
A multi-agent system for enabling collaborative situation awareness via position-based stigmergy and neuro-fuzzy learning.|https://doi.org/10.1016/j.neucom.2013.03.066|j|2014
An Interval-Valued Approach to Business Process Simulation Based on Genetic Algorithms and the BPMN.|https://doi.org/10.3390/info5020319|j|2014
Genetic interval neural networks for granular data regression.|https://doi.org/10.1016/j.ins.2012.12.049|j|2014
An Emergent Approach to Text Analysis Based on a Connectionist Model and the Web.|https://doi.org/10.3390/a6030565|j|2013
A collaborative situation-aware scheme based on an emergent paradigm for mobile resource recommenders.|https://doi.org/10.1007/s12652-012-0126-y|j|2013
GABES: A genetic algorithm based environment for SEU testing in SRAM-FPGAs.|https://doi.org/10.1016/j.sysarc.2013.10.006|j|2013
MARS, a Multi-Agent System for Assessing Rowers' Coordination via Motion-Based Stigmergy.|https://doi.org/10.3390/s130912218|j|2013
An adaptive rule-based approach for managing situation-awareness.|https://doi.org/10.1016/j.eswa.2012.03.014|j|2012
An efficient model-based methodology for developing device-independent mobile applications.|https://doi.org/10.1016/j.sysarc.2012.06.001|j|2012
Enabling Traceability in the Wine Supply Chain.|https://doi.org/10.1007/978-3-642-31739-2_20|p|2012
Autonomic tracing of production processes with mobile and agent-based computing.|https://doi.org/10.1016/j.ins.2010.11.015|j|2011
A collaborative situation-aware scheme for mobile service recommendation.|https://doi.org/10.1109/ISDA.2011.6121643|c|2011
Granular Data Regression with Neural Networks.|https://doi.org/10.1007/978-3-642-23713-3_22|c|2011
A Situation-Aware Resource Recommender Based on Fuzzy and Semantic Web Rules.|https://doi.org/10.1142/S0218488510006623|j|2010
Combining Fuzzy Logic and Semantic Web to Enable Situation-Awareness in Service Recommendation.|https://doi.org/10.1007/978-3-642-15364-8_3|c|2010
Using context history to personalize a resource recommender via a genetic algorithm.|https://doi.org/10.1109/ISDA.2010.5687064|c|2010
Using multilayer perceptrons as receptive fields in the design of neural networks.|https://doi.org/10.1016/j.neucom.2008.10.014|j|2009
Situation-Aware Mobile Service Recommendation with Fuzzy Logic and Semantic Web.|https://doi.org/10.1109/ISDA.2009.242|c|2009
Patterns and technologies for enabling supply chain traceability through collaborative e-business.|https://doi.org/10.1016/j.infsof.2007.02.017|j|2008
A novel approach to fuzzy clustering based on a dissimilarity relation extracted from data using a TS system.|https://doi.org/10.1016/j.patcog.2006.05.005|j|2006
Using ebXML for Supply Chain Traceability.|https://doi.org/10.1007/0-387-29773-1_33|c|2005
A General Framework for Food Traceability.|https://doi.org/10.1109/SAINTW.2005.1620050|c|2005
Cerere: an information system supporting traceability in the food supply chain.|https://doi.org/10.1109/CECW.2005.8|c|2005
Relational clustering based on a dissimilarity relation extracted from data by a TS model.|https://doi.org/10.1109/ICSMC.2003.1244382|c|2003
Managing the exploration-exploitation paradox in healthcare: Three complementary paths to leverage on the digital transformation.|https://doi.org/10.1108/BPMJ-04-2017-0092|j|2018
On designers' use of biomimicry tools during the new product development process: an empirical investigation.|https://doi.org/10.1080/09537325.2016.1236190|j|2017
Unveiling the intellectual origins of Social Media-based innovation: insights from a bibliometric approach.|https://doi.org/10.1007/s11192-016-1955-9|j|2016
Academics as orchestrators of continuous innovation ecosystems: towards a fourth generation of CI initiatives.|https://doi.org/10.1504/IJTM.2015.068784|j|2015
Visualizing the structure and bridges of the intellectual property management and strategy literature: a document co-citation analysis.|https://doi.org/10.1007/s11192-014-1329-0|j|2014
Inventions shaping technological trajectories: do existing patent indicators provide a comprehensive picture?|https://doi.org/10.1007/s11192-013-1045-1|j|2013
Charting the Landscape of Online Cryptocurrency Manipulation.|https://arxiv.org/abs/2001.10289|i|2020
RTbust: Exploiting Temporal Patterns for Botnet Detection on Twitter.|https://doi.org/10.1145/3292522.3326015|c|2019
Extremist Propaganda Tweet Classification with Deep Learning in Realistic Scenarios.|https://doi.org/10.1145/3292522.3326050|c|2019
RTbust: Exploiting Temporal Patterns for Botnet Detection on Twitter.|http://arxiv.org/abs/1902.04506|i|2019
Towards better social crisis data with HERMES: Hybrid sensing for EmeRgency ManagEment System.|http://arxiv.org/abs/1912.02182|i|2019
On the need of opening up crowdsourced emergency management systems.|https://doi.org/10.1007/s00146-017-0709-4|j|2018
CrisMap: a Big Data Crisis Mapping System Based on Damage Detection and Geoparsing.|https://doi.org/10.1007/s10796-018-9833-z|j|2018
GSP (Geo-Semantic-Parsing): Geoparsing and Geotagging with Machine Learning on Top of Linked Data.|https://doi.org/10.1007/978-3-319-93417-4_2|c|2018
Real-World Witness Detection in Social Media via Hybrid Crowdsensing.|https://aaai.org/ocs/index.php/ICWSM/ICWSM18/paper/view/17869|c|2018
Real-Time Identification Using Gait Pattern Analysis on a Standalone Wearable Accelerometer.|https://doi.org/10.1093/comjnl/bxw111|j|2017
Nowcasting of Earthquake Consequences Using Big Social Data.|https://doi.org/10.1109/MIC.2017.4180834|j|2017
Personalized gait detection using a wrist-worn accelerometer.|https://doi.org/10.1109/BSN.2017.7936035|c|2017
Hybrid Crowdsensing: A Novel Paradigm to Combine the Strengths of Opportunistic and Participatory Crowdsensing.|https://doi.org/10.1145/3041021.3051155|c|2017
Adapting the Duty Cycle to Traffic Load in a Preamble Sampling MAC for WSNs: Formal Specification and Performance Evaluation.|http://www.oldcitypublishing.com/journals/ahswn-home/ahswn-issue-contents/ahswn-volume-31-number-1-4-2016/ahswn-31-1-4-p-101-129/|j|2016
Impromptu Crisis Mapping to Prioritize Emergency Response.|https://doi.org/10.1109/MC.2016.134|j|2016
Predictability or Early Warning: Using Social Media in Modern Emergency Response.|https://doi.org/10.1109/MIC.2016.115|j|2016
Spotting the Diffusion of New Psychoactive Substances over the Internet.|https://doi.org/10.1007/978-3-319-46349-0_8|c|2016
Fall Detection Using a Head-Worn Barometer.|https://doi.org/10.1007/978-3-319-58877-3_29|c|2016
Gait-based authentication using a wrist-worn device.|https://doi.org/10.1145/2994374.2994393|c|2016
Spotting the diffusion of New Psychoactive Substances over the Internet.|http://arxiv.org/abs/1605.03817|i|2016
An unsupervised approach for gait-based authentication.|https://doi.org/10.1109/BSN.2015.7299423|c|2015
Pulling Information from social media in the aftermath of unpredictable disasters.|https://doi.org/10.1109/ICT-DM.2015.7402058|c|2015
Improving the performance of fall detection systems through walk recognition.|https://doi.org/10.1007/s12652-014-0235-x|j|2014
Modeling and Simulation of Energy-Aware Adaptive Policies for Automatic Weather Stations.|https://doi.org/10.1145/2589650.2559631|c|2014
Are we synchronized? Measure synchrony in team sports using a network of wireless accelerometers.|https://doi.org/10.1145/2637064.2637104|c|2014
EARS (earthquake alert and report system): a real time decision support system for earthquake crisis management.|https://doi.org/10.1145/2623330.2623358|c|2014
